"samp","chaoest","cover","coverage","cov_size","l","size","comm","reps"
38.4103642845538,49.8003949015126,31.075,0.734,82,0,158,"comm2",2
55,72.5217299578059,39.869,0.734,82,1,158,"comm2",2
28.176072234763,34.0741758241758,28.176,0.735,158,-1,158,"comm3",2
43.655346366197,69.3735168770195,43.655,0.735,158,0,158,"comm3",2
68,141.034810126582,68,0.735,158,1,158,"comm3",2
42.026936026936,56.894495412844,38.066,0.735,113,-1,158,"comm4",2
53.2528964223617,76.2395472451176,47.102,0.735,113,0,158,"comm4",2
68,102.104204339964,57.776,0.735,113,1,158,"comm4",2
12.0449826989619,12.8514851485148,10.732,0.787,60,-1,177,"comm1",2
19.8713120018105,25.1849266482376,15.383,0.787,60,0,177,"comm1",2
41,84.8508474576271,23.184,0.787,60,1,177,"comm1",2
21.8320557491289,24.7631160572337,19.092,0.787,80,-1,177,"comm2",2
31.4505978474902,39.2014834932849,25.524,0.787,80,0,177,"comm2",2
49,71.0966729441306,34.203,0.787,80,1,177,"comm2",2
37.5197604790419,47.3434650455927,35.756,0.786,143,-1,177,"comm3",2
49.4983786248032,68.9953340857406,46.291,0.786,143,0,177,"comm3",2
68,107.16210343329,61.326,0.786,143,1,177,"comm3",2
34.3143483023001,42.3260869565218,34.314,0.787,177,-1,177,"comm4",2
53.8023838735243,76.9096927447014,53.802,0.787,177,0,177,"comm4",2
77,111.186709712133,77,0.787,177,1,177,"comm4",2
13.7455744533148,14.6912751677852,12.316,0.83,71,-1,199,"comm1",2
20.1649730311534,23.5826415920637,16.443,0.83,71,0,199,"comm1",2
39,57.1938262742283,24.183,0.83,71,1,199,"comm1",2
26.9211420802175,30.9764150943396,24.906,0.829,123,-1,199,"comm2",2
38.1749504370028,47.124994891065,33.931,0.829,123,0,199,"comm2",2
57,75.2826633165829,46.805,0.829,123,1,199,"comm2",2
32.6471558120363,38.8579881656804,32.373,0.83,189,-1,199,"comm3",2
48.1933970516841,63.6738072998616,47.504,0.83,189,0,199,"comm3",2
72,97.4713567839196,70.346,0.83,189,1,199,"comm3",2
52.0381077529566,70.1103202846975,52.038,0.83,199,-1,199,"comm4",2
62.6756965382267,87.2554339795213,62.676,0.83,199,0,199,"comm4",2
79,120.078248384781,79,0.83,199,1,199,"comm4",2
12.523042054898,13.2086446104589,11.173,0.807,67,-1,223,"comm1",2
20.9678589556217,24.9862378543695,16.222,0.807,67,0,223,"comm1",2
45,72.4389013452915,24.604,0.807,67,1,223,"comm1",2
26.6357793251205,30.1131386861314,22.934,0.808,93,-1,223,"comm2",2
36.5357349360574,43.9089997484345,29.635,0.808,93,0,223,"comm2",2
55,74.965620328849,38.83,0.808,93,1,223,"comm2",2
28.6953260242354,32.7854304635762,26.139,0.808,125,-1,223,"comm3",2
41.5704713369238,56.8293964429492,35.769,0.808,125,0,223,"comm3",2
65,154.596412556054,49.731,0.808,125,1,223,"comm3",2
43.2050390964379,53.3469827586207,43.205,0.808,223,-1,223,"comm4",2
58.6270321303934,83.7994024508087,58.627,0.808,223,0,223,"comm4",2
84,149.739590006406,84,0.808,223,1,223,"comm4",2
14.9752792964107,15.8619817997978,13.614,0.837,90,-1,251,"comm1",2
23.157421468001,27.5155616382036,19.013,0.837,90,0,251,"comm1",2
48,82.4336937962436,29.296,0.837,90,1,251,"comm1",2
22.1133731133731,24.153194765204,20.191,0.838,118,-1,251,"comm2",2
34.0614565847367,39.9417722017729,29.034,0.838,118,0,251,"comm2",2
57,71.9817397078353,42.274,0.838,118,1,251,"comm2",2
32.4580113343637,37.1301775147929,30.98,0.837,182,-1,251,"comm3",2
48.9965817597507,62.6651870546882,45.236,0.837,182,0,251,"comm3",2
76,112.814281336194,66.266,0.837,182,1,251,"comm3",2
39.8488298545225,47.1804511278195,39.849,0.837,251,-1,251,"comm4",2
58.0482884462913,77.9465903210923,58.048,0.837,251,0,251,"comm4",2
87,133.508410801239,87,0.837,251,1,251,"comm4",2
12.4958062984649,13.0308049022855,11.432,0.833,86,-1,281,"comm1",2
21.2094585517728,25.0769059901119,16.998,0.833,86,0,281,"comm1",2
50,90.9964412811388,27.773,0.833,86,1,281,"comm1",2
20.7192337969037,22.2889518413598,18.063,0.833,91,-1,281,"comm2",2
31.2216950723703,36.8540009780661,24.91,0.833,91,0,281,"comm2",2
54,90.6192170818505,34.424,0.833,91,1,281,"comm2",2
31.826279725917,35.7636363636363,31.826,0.833,281,-1,281,"comm3",2
48.4754865242038,65.4797088467657,48.475,0.833,281,0,281,"comm3",2
86,159.371293001186,86,0.833,281,1,281,"comm3",2
41.4058730991085,48.3886838868388,39.781,0.833,219,-1,281,"comm4",2
60.179477487385,76.6545550609419,56.429,0.833,219,0,281,"comm4",2
