Id,Observation Date,Family,Genus,Species,Names of Collectors,Diameter at 1.3m,Max Diameter,Max Diameter POM,Condition Codes,Location Codes,Sampling Period,Comments,Data Level,Sampling Unit Name,Latitude,Longitude,Method,Subplot Number,1ha Plot X Coordinate,1ha Plot Y Coordinate,Tree Number,Site Name,1ha Plot Number,Elevation,Protocol Version,Data Set Creator Institution,Data Set Creator Scientist
452343,4/3/14,Fabaceae,Entada,gigas,Guillermo Aguilar,20.5,,,,,2013.01,,Level 0,VL-BCI-3-804524,,,,23,,,804524,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-3,189.50415,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452344,4/3/14,Rubiaceae,Chiococca,alba,Guillermo Aguilar,13.1,,,,,2013.01,,Level 0,VL-BCI-3-804525,,,,23,,,804525,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-3,189.50415,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452348,4/4/14,Dilleniaceae,Tetracera,volubilis,Antonio Aguilar Valdes,14.2,,,,,2013.01,,Level 0,VL-BCI-3-828512,,,,14,,,828512,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-3,189.50415,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452351,4/4/14,Fabaceae,Bauhinia,guianensis,Antonio Aguilar Valdes,18.6,,,,,2013.01,,Level 0,VL-BCI-3-828515,,,,15,,,828515,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-3,189.50415,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452360,4/3/14,Fabaceae,Bauhinia,guianensis,Luis Aguilar,10,,,N,,2013.01,,Level 0,VL-BCI-3-839518,,,,9,,,839518,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-3,189.50415,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452361,4/3/14,Fabaceae,Bauhinia,guianensis,Luis Aguilar,10,,,N,,2013.01,,Level 0,VL-BCI-3-839519,,,,9,,,839519,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-3,189.50415,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452362,4/3/14,Fabaceae,Bauhinia,guianensis,Luis Aguilar,14.2,,,,,2013.01,,Level 0,VL-BCI-3-839533,,,,8,,,839533,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-3,189.50415,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452364,4/1/14,Malpighiaceae,Hiraea,faginea,Rolando Perez,14.1,,,,,2013.01,,Level 0,VL-BCI-4-001457,,,,1,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452365,4/1/14,Bignoniaceae,Arrabidaea,candicans,Rolando Perez,12.6,,,,,2013.01,,Level 0,VL-BCI-4-001464.101,,,,2,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452366,4/1/14,Celastraceae,Prionostemma,asperum,Rolando Perez,14.5,,,,,2013.01,,Level 0,VL-BCI-4-001480.101,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452367,4/1/14,Bignoniaceae,Arrabidaea,candicans,Luis Aguilar,15.7,,,,,2013.01,,Level 0,VL-BCI-4-002103.101,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452368,4/1/14,Bignoniaceae,Arrabidaea,candicans,Luis Aguilar,15.5,,,,,2013.01,,Level 0,VL-BCI-4-002103.202,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452369,4/1/14,Bignoniaceae,Arrabidaea,candicans,Luis Aguilar,12,,,,,2013.01,,Level 0,VL-BCI-4-002103.303,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452370,4/1/14,Bignoniaceae,Arrabidaea,candicans,Luis Aguilar,13.3,,,,,2013.01,,Level 0,VL-BCI-4-002105,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452371,4/1/14,Unknown,Unknown,unknown,Guillermo Aguilar,10.2,,,,,2013.01,,Level 0,VL-BCI-4-002117,,,,14,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452372,4/1/14,Bignoniaceae,Amphilophium,paniculatum,Guillermo Aguilar,14.1,,,,,2013.01,,Level 0,VL-BCI-4-002118,,,,14,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452373,4/1/14,Menispermaceae,Abuta,racemosa,Luis Aguilar,20.5,,,,,2013.01,,Level 0,VL-BCI-4-002167,,,,9,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452374,4/1/14,Fabaceae,Bauhinia,reflexa,Luis Aguilar,14.9,,,,,2013.01,,Level 0,VL-BCI-4-002168,,,,9,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452381,4/1/14,Connaraceae,Connarus,panamensis,Luis Aguilar,11,,,,,2013.01,,Level 0,VL-BCI-4-042080,,,,8,,,42080,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452967,4/1/14,Dilleniaceae,Davilla,nitida,Rolando Perez,13.2,,,,,2013.01,,Level 0,VL-BCI-4-827466,,,,18,,,827466,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452972,4/7/14,Celastraceae,Prionostemma,asperum,Osmar Agrazal,19,,,,,2013.01,,Level 0,VL-BCI-5-001709,,,,20,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452973,4/8/14,Fabaceae,Entada,gigas,Antonio Aguilar Valdes,16.5,,,,,2013.01,,Level 0,VL-BCI-5-001909,,,,6,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452974,4/7/14,Bignoniaceae,Arrabidaea,verrucosa,Antonio Aguilar Valdes,10,,,K,,2013.01,,Level 0,VL-BCI-5-001915,,,,8,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452975,4/7/14,Fabaceae,Acacia,hayesii,Antonio Aguilar Valdes,10.9,,,,,2013.01,,Level 0,VL-BCI-5-001916,,,,8,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452976,4/7/14,Sapindaceae,Thinouia,myriantha,Roni Saenz,10,,,K,,2013.01,,Level 0,VL-BCI-5-001917,,,,1,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452977,4/8/14,Fabaceae,Entada,gigas,Roni Saenz,18.6,,,,,2013.01,,Level 0,VL-BCI-5-001931,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452978,4/7/14,Bignoniaceae,Arrabidaea,verrucosa,Antonio Aguilar Valdes,11,,,,,2013.01,,Level 0,VL-BCI-5-002128,,,,7,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452979,4/7/14,Bignoniaceae,Arrabidaea,verrucosa,Antonio Aguilar Valdes,10,,,K,,2013.01,,Level 0,VL-BCI-5-002129,,,,7,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452980,4/7/14,Celastraceae,Prionostemma,asperum,Luis Aguilar,13.9,,,,,2013.01,,Level 0,VL-BCI-5-011492.101,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452981,4/7/14,Celastraceae,Prionostemma,asperum,Luis Aguilar,11.4,,,,,2013.01,,Level 0,VL-BCI-5-011492.202,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
452982,4/7/14,Celastraceae,Prionostemma,asperum,Luis Aguilar,14,,,,,2013.01,,Level 0,VL-BCI-5-011493,,,,24,,,11493,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
453527,3/31/14,Dilleniaceae,Doliocarpus,dentatus,Luis Aguilar,11.5,,,,,2013.01,,Level 0,VL-BCI-6-001305,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-6,77.75183,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477764,6/22/15,Dilleniaceae,Doliocarpus,dentatus,Abelino Valdes,11.6,,,,,2014.01,,Level 0,VL-BCI-6-001305,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-6,77.75183,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477766,6/17/15,Malpighiaceae,Hiraea,faginea,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-4-001457,,,,1,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477768,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,13.1,,,J,,2014.01,,Level 0,VL-BCI-4-001464.101,,,,2,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477770,6/17/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,14.6,,,,,2014.01,,Level 0,VL-BCI-4-001480.101,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477772,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,16.1,,,,,2014.01,,Level 0,VL-BCI-4-002103.101,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477774,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,15.7,,,,,2014.01,,Level 0,VL-BCI-4-002103.202,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477776,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,12,,,,,2014.01,,Level 0,VL-BCI-4-002103.303,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477778,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,14.3,,,,,2014.01,,Level 0,VL-BCI-4-002105,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477780,6/17/15,Fabaceae,Bauhinia,reflexa,Abelino Valdes,14.9,,,,,2014.01,,Level 0,VL-BCI-4-002168,,,,9,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477782,6/17/15,Menispermaceae,Abuta,racemosa,Abelino Valdes,20.8,,,,,2014.01,,Level 0,VL-BCI-4-002167,,,,9,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477784,6/17/15,Connaraceae,Connarus,panamensis,Abelino Valdes,11.1,,,,,2014.01,,Level 0,VL-BCI-4-042080,,,,8,,,42080,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477787,6/17/15,Unknown,Unknown,unknown,Abelino Valdes,10.3,,,,,2014.01,,Level 0,VL-BCI-4-002117,,,,14,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477789,6/17/15,Bignoniaceae,Amphilophium,paniculatum,Abelino Valdes,15.2,,,,,2014.01,,Level 0,VL-BCI-4-002118,,,,14,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477791,6/17/15,Dilleniaceae,Davilla,nitida,Abelino Valdes,13.6,,,,,2014.01,,Level 0,VL-BCI-4-827466,,,,18,,,827466,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477794,6/24/15,Convolvulaceae,Maripa,panamensis,Oldemar Valdes,15.5,,,,,2014.01,,Level 0,VL-BCI-2-838435,,,,18,,,838435,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-2,155.1372069,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477796,6/24/15,Malpighiaceae,Heteropterys,laurifolia,Abelino Valdes,11.4,,,,,2014.01,,Level 0,VL-BCI-2-838436,,,,16,,,838436,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-2,155.1372069,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477798,6/24/15,Combretaceae,Combretum,laxum,Abelino Valdes,11.5,,,,,2014.01,,Level 0,VL-BCI-2-838437,,,,16,,,838437,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-2,155.1372069,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477800,6/15/15,Sapindaceae,Thinouia,myriantha,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001917,,,,1,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477802,6/15/15,Fabaceae,Entada,gigas,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001931,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477804,6/15/15,Bignoniaceae,Arrabidaea,verrucosa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001915,,,,8,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477807,6/15/15,Fabaceae,Acacia,hayesii,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001916,,,,8,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477809,6/15/15,Bignoniaceae,Arrabidaea,verrucosa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-002128,,,,7,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477811,6/15/15,Bignoniaceae,Arrabidaea,verrucosa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-002129,,,,7,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477813,6/15/15,Fabaceae,Entada,gigas,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-5-001909,,,,6,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477815,6/15/15,Celastraceae,Prionostemma,aspera,Boris Bernal,19.1,,,,,2014.01,,Level 0,VL-BCI-5-001709,,,,20,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477817,6/16/15,Celastraceae,Prionostemma,aspera,Boris Bernal,13.9,,,,,2014.01,,Level 0,VL-BCI-5-011492.101,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477819,6/16/15,Celastraceae,Prionostemma,aspera,Boris Bernal,11.4,,,,,2014.01,,Level 0,VL-BCI-5-011492.202,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477821,6/16/15,Celastraceae,Prionostemma,aspera,Boris Bernal,,,,K,,2014.01,,Level 0,VL-BCI-5-011493,,,,24,,,11493,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-5,172.6812744,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477823,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,17.4,,,,,2014.01,,Level 0,VL-BCI-1-839556,,,,4,,,839556,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477825,6/26/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,14.6,,,,,2014.01,,Level 0,VL-BCI-1-839557,,,,5,,,839557,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477827,6/26/15,Fabaceae,Bauhinia,reflexa,Abelino Valdes,15.8,,,,,2014.01,,Level 0,VL-BCI-1-828548,,,,12,,,828548,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477829,6/29/15,Fabaceae,Bauhinia,reflexa,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-804639,,,,21,,,804639,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477831,6/29/15,Fabaceae,Machaerium,milleflorum,Oldemar Valdes,,,,N,,2014.01,,Level 0,VL-BCI-1-804640,,,,22,,,804640,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477833,6/29/15,Celastraceae,Prionostemma,aspera,Oldemar Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-804641,,,,22,,,804641,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477835,6/29/15,Celastraceae,Prionostemma,aspera,Oldemar Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-804642,,,,22,,,804642,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477836,6/29/15,Convolvulaceae,Maripa,panamensis,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-1-839558,,,,23,,,839558,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477838,6/29/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,14.8,,,,,2014.01,,Level 0,VL-BCI-1-828545,,,,24,,,828545,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477840,6/29/15,Combretaceae,Combretum,laxum,Abelino Valdes,12,,,,,2014.01,Species was corrected,Level 0,VL-BCI-1-828547,,,,24,,,828547,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477842,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,14,,,,,2014.01,,Level 0,VL-BCI-1-521051,,,,1,,,521051,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477844,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,13.5,,,,,2014.01,,Level 0,VL-BCI-1-828543,,,,2,,,828543,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477846,6/26/15,Fabaceae,Bauhinia,guianensis,Abelino Valdes,,,,N,,2014.01,,Level 0,VL-BCI-1-828544,,,,2,,,828544,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477958,6/17/15,Celastraceae,Hippocratea,volubilis,Abelino Valdes,12.1,,,,,2014.01,,Level 0,VL-BCI-4-001484.101,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477960,6/17/15,Apocynaceae,Odontadenia,puncticulosa,Abelino Valdes,12.3,,,,,2014.01,,Level 0,VL-BCI-4-855647,,,,11,,,855647,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
477962,6/26/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,10,,,,,2014.01,,Level 0,VL-BCI-1-012816,,,,13,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-1,49.6334228,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478970,6/22/15,Dilleniaceae,Doliocarpus,dentatus,Abelino Valdes,11.6,,,,,2014.01,,Level 0,VL-BCI-6-001305,,,,23,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-6,77.75183,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478971,6/17/15,Malpighiaceae,Hiraea,faginea,Abelino Valdes,,,,K,,2014.01,,Level 0,VL-BCI-4-001457,,,,1,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478972,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,13.1,,,J,,2014.01,,Level 0,VL-BCI-4-001464.101,,,,2,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478973,6/17/15,Celastraceae,Prionostemma,aspera,Abelino Valdes,14.6,,,,,2014.01,,Level 0,VL-BCI-4-001480.101,,,,5,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478974,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,16.1,,,,,2014.01,,Level 0,VL-BCI-4-002103.101,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478975,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,15.7,,,,,2014.01,,Level 0,VL-BCI-4-002103.202,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478976,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,12,,,,,2014.01,,Level 0,VL-BCI-4-002103.303,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478977,6/17/15,Bignoniaceae,Arrabidaea,candicans,Abelino Valdes,14.3,,,,,2014.01,,Level 0,VL-BCI-4-002105,,,,10,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478978,6/17/15,Fabaceae,Bauhinia,reflexa,Abelino Valdes,14.9,,,,,2014.01,,Level 0,VL-BCI-4-002168,,,,9,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478979,6/17/15,Menispermaceae,Abuta,racemosa,Abelino Valdes,20.8,,,,,2014.01,,Level 0,VL-BCI-4-002167,,,,9,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478980,6/17/15,Connaraceae,Connarus,panamensis,Abelino Valdes,11.1,,,,,2014.01,,Level 0,VL-BCI-4-042080,,,,8,,,42080,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
478981,6/17/15,Unknown,Unknown,unknown,Abelino Valdes,10.3,,,,,2014.01,,Level 0,VL-BCI-4-002117,,,,14,,,,Barro Colorado Nature Monument - Soberania National Park,VG-BCI-4,205.36584,Vegetation - Trees & Lianas 1.5,Smithsonian Tropical Research Institute,Richard Condit
